epoka;promień sąsiedztwa;współczynnik uczenia;błąd kwantyzacji
3;0.5306482213393484;1.7060788369243254;0.29422590030977064
4;0.5093604263439178;1.6180382940826255;0.2984692227919945
5;0.48892662500670314;1.534540998021851;0.29962258329634
6;0.46931255801769023;1.4553524989005293;0.32916166186867074
7;0.4504853404334202;1.3802504454337525;0.2870370649438368
8;0.4324134065420961;1.3090239605589065;0.34201026110182414
9;0.41506645694051186;1.2414730493195627;0.19748277827572197
10;0.3984154077340755;1.1774080373049491;0.22009533183896235
11;0.38243234177475316;1.1166490380682066;0.286949858124517
12;0.36709046185517985;1.0590254480280075;0.2149891198013143
13;0.35236404578046415;1.0043754674352903;0.2273527673261556
14;0.3382284032423576;0.9525456460600361;0.19639363434769117
15;0.32465983442348517;0.9033904523224429;0.28606384316544703
16;0.3116355902622334;0.8567718646586627;0.2381934207032593
17;0.29913383431167495;0.8125589839737183;0.2088977671016841
18;0.28713360612858296;0.7706276660934067;0.22269726852006966
19;0.2756147861311536;0.7308601731831684;0.25065128178290547
20;0.26455806186651615;0.6931448431551464;0.2104538611907739
21;0.253944895631476;0.6573757761351733;0.21247625065417342
22;0.24375749339220262;0.6234525371093255;0.2131721738976978
23;0.23397877495075348;0.5912798739151129;0.20450090943087387
24;0.22459234530841538;0.5607674497854611;0.22405765211089057
25;0.2155824671778505;0.5318295896944989;0.21767877418035675
26;0.20693403459796175;0.5043850397929288;0.21339326586077736
27;0.19863254760723897;0.47835673925749966;0.20898612729401836
28;0.19066408793312473;0.4536716039139658;0.21213056693624463
29;0.18301529565663935;0.43026032102597483;0.21392098360494208
30;0.1756733468131414;0.4080571546736739;0.19089383371967256
31;0.16862593189166963;0.38699976117556606;0.2964219235743141
32;0.16186123519681775;0.36702901403534094;0.21196741083466283
33;0.15536791503853992;0.3480888379221555;0.1906639950095306
34;0.14913508471667433;0.33012605121820066;0.23811596460688633
35;0.14315229426830214;0.3130902166914482;0.1951677414968294
36;0.13740951294734038;0.2969334998742856;0.22169126704808276
37;0.13189711240699384;0.28161053475038406;0.19518626739168157
38;0.12660585055686924;0.26707829637266545;0.20864056203275316
39;0.12152685606768725;0.25329598005469517;0.18837483615356954
40;0.11665161349761229;0.24022488679628623;0.21410766220639055
41;0.11197194901526338;0.2278283146216037;0.24411099494344607
42;0.10748001669546876;0.21607145552466075;0.18793168913724145
43;0.10316828536478852;0.20492129773284287;0.18975947992452225
44;0.09902952597474952;0.1943465330140274;0.20631097636144752
45;0.09505679948162328;0.18431746876702962;0.2114559995790548
46;0.09124344521242558;0.17480594464853597;0.18937800001126556
47;0.08758306969763274;0.16578525350242346;0.19223849255802303
48;0.08406953595189083;0.1572300663694448;0.19156066745357975
49;0.08069695318474655;0.14911636136671613;0.1842926901107274
50;0.07745966692414832;0.1414213562373095;0.18741717522542242
51;0.07435224953615878;0.13412344438055843;0.18964664495701025
52;0.07136949112498404;0.12720213418345722;0.19021614603875986
53;0.06850639079806278;0.12063799148280482;0.18846659341332658
54;0.06575814828157009;0.11441258499653376;0.1912951577525631
55;0.06312015587227866;0.1085084345710023;0.18927665457929285
56;0.060587990712283865;0.10290896209893514;0.196358075413741
57;0.05815740737364052;0.09759844497019594;0.19491087259850212
58;0.05582433074047852;0.09256197192468747;0.19038870855715678
59;0.05358484917666402;0.08778540118342042;0.19677870004261644
60;0.05143520796755042;0.08325532074018732;0.18959601904833645
61;0.049371803024824065;0.07895901070234641;0.1838330858448719
62;0.047391174843890015;0.07488440757497258;0.18656951099022
63;0.04549000270366685;0.07102007038809022;0.18747745138947952
64;0.043665099099065914;0.06735514857187726;0.1862247388157843
65;0.041913404396820515;0.06387935148963816;0.18899309750386953
66;0.04023198170570494;0.060582919542998326;0.18336333335394717
67;0.03861801195254286;0.05745659676818673;0.19027975255286594
68;0.03706878915574938;0.05449160484646102;0.18889081854790285
69;0.035581715888482565;0.0516796184556993;0.1879702623111136
70;0.03415429892379762;0.049012741893949004;0.18547206387082948
71;0.03278414505450291;0.046483486909295095;0.18777609960247543
72;0.03146895708070884;0.04408475167379618;0.18593608670309494
73;0.030206529958342714;0.041809800842450326;0.18445652551991687
74;0.02899474710217194;0.03965224664119863;0.18616560640018195
75;0.027831576837137408;0.03760603093086393;0.18446682834365138
76;0.026715068992047175;0.03566540819666266;0.18596132532914578
77;0.02564335162991961;0.03382492941552632;0.1855044781660511
78;0.024614627909493956;0.03207942675593427;0.18715263228315832
79;0.023627173072646352;0.030423999067296762;0.18584793094636493
80;0.02267933155266054;0.028853998118144264;0.1833583345186145
81;0.02176951419850475;0.027365015544481706;0.18631382143689632
82;0.020896195610461236;0.02595287047166022;0.18714720844321275
83;0.02005791158264114;0.02461359777501013;0.18394845643504973
84;0.01925325664809707;0.023343436946272726;0.18762125846085895
85;0.018480881722417256;0.022138821534568864;0.18339880569083628
86;0.017739491841850728;0.02099636913225622;0.18568847206594277
87;0.01702784399217116;0.019912871877556644;0.18268545943032907
88;0.01634474502463932;0.018885287447286223;0.18500134507151414
89;0.01568904965556995;0.017910730514396744;0.18511612470333616
90;0.015059658546149225;0.016986464646342472;0.18332374074087715
91;0.014455516459283365;0.016109894621523818;0.1867170453567302
92;0.013875610490388183;0.015278559142233509;0.1852268912079604
93;0.013318968369153339;0.014490123923644065;0.18456644245918752
94;0.012784656829433994;0.013742375139431405;0.18361434302037324
95;0.012271780044536827;0.013033213205630636;0.18336060811105057
96;0.01177947812527711;0.01236064688527001;0.1833122873484856
97;0.011306925678288502;0.011722787697229446;0.18476457089246076
98;0.01085333042216863;0.011117844613624535;0.18435383081052023
99;0.0104179318591401;0.01054411903082687;0.1843227364150053
