epoka;promień sąsiedztwa;współczynnik uczenia;błąd kwantyzacji
3;0.5306482213393484;0.09704455335485082;1.8272536791970477
4;0.5093604263439178;0.09607894391523232;1.9483188279546975
5;0.48892662500670314;0.09512294245007141;1.8853300665221593
6;0.46931255801769023;0.09417645335842488;1.8441805437324619
7;0.4504853404334202;0.09323938199059484;1.8129187703438019
8;0.4324134065420961;0.09231163463866358;1.792015052998197
9;0.41506645694051186;0.09139311852712283;1.8780606735550167
10;0.3984154077340755;0.09048374180359596;1.8150281545231162
11;0.38243234177475316;0.08958341352965282;1.7945789049544247
12;0.36709046185517985;0.08869204367171575;1.8316960425005346
13;0.35236404578046415;0.08780954309205613;1.805079988166432
14;0.3382284032423576;0.0869358235398806;1.7869479407796685
15;0.32465983442348517;0.08607079764250579;1.7976247167735964
16;0.3116355902622334;0.08521437889662115;1.7973010887679997
17;0.29913383431167495;0.08436648165963838;1.8146275118425874
18;0.28713360612858296;0.0835270211411272;1.7990399134463175
19;0.2756147861311536;0.08269591339433624;1.8053619777168577
20;0.26455806186651615;0.0818730753077982;1.791004218234089
21;0.253944895631476;0.08105842459701872;1.8120309635950347
22;0.24375749339220262;0.08025187979624786;1.8041052396044768
23;0.23397877495075348;0.07945336025033341;1.8164134053552614
24;0.22459234530841538;0.07866278610665535;1.8133827326881768
25;0.2155824671778505;0.0778800783071405;1.8287312047755593
26;0.20693403459796175;0.07710515858035663;1.81614267184985
27;0.19863254760723897;0.07633794943368533;1.8040856182728875
28;0.19066408793312473;0.07557837414557256;1.8150658227355212
29;0.18301529565663935;0.07482635675785652;1.8113481543485899
30;0.1756733468131414;0.0740818220681718;1.7945990510644643
31;0.16862593189166963;0.07334469562242893;1.8494311784909632
32;0.16186123519681775;0.0726149037073691;1.8101790959499777
33;0.15536791503853992;0.07189237334319262;1.8318515174513872
34;0.14913508471667433;0.07117703227626097;1.803567235591128
35;0.14315229426830214;0.07046880897187134;1.796846514817893
36;0.13740951294734038;0.0697676326071031;1.8056960217971822
37;0.13189711240699384;0.06907343306373546;1.800602086525007
38;0.12660585055686924;0.06838614092123559;1.8256834225119591
39;0.12152685606768725;0.06770568744981646;1.8134350461297588
40;0.11665161349761229;0.06703200460356394;1.7926138672937855
41;0.11197194901526338;0.06636502501363194;1.7884611275067746
42;0.10748001669546876;0.06570468198150568;1.7976388207920877
43;0.10316828536478852;0.06505090947233165;1.7921455327084648
44;0.09902952597474952;0.06440364210831415;1.8485769969944397
45;0.09505679948162328;0.06376281516217734;1.8037778744314137
46;0.09124344521242558;0.0631283645506926;1.811213927835307
47;0.08758306969763274;0.06250022682827008;1.8174814003033506
48;0.08406953595189083;0.061878339180614084;1.816062153953995
49;0.08069695318474655;0.061262639418441615;1.817826726166281
50;0.07745966692414832;0.06065306597126335;1.795650528581754
