epoka;promień sąsiedztwa;współczynnik uczenia;błąd kwantyzacji
0;0.6;0.1;1.1579748669166041
1;0.5759300484132023;0.09900498337491681;1.1538156262643866
2;0.5528257011087225;0.09801986733067553;1.154844861012196
3;0.5306482213393484;0.09704455335485082;1.1632647333775201
4;0.5093604263439178;0.09607894391523232;1.1828721231258765
5;0.48892662500670314;0.09512294245007141;1.190893823434245
6;0.46931255801769023;0.09417645335842488;1.2394358072901628
7;0.4504853404334202;0.09323938199059484;1.179354416528866
8;0.4324134065420961;0.09231163463866358;1.1941689344124218
9;0.41506645694051186;0.09139311852712283;1.1529254448101889
10;0.3984154077340755;0.09048374180359596;1.1686720967789312
11;0.38243234177475316;0.08958341352965282;1.1523352067051478
12;0.36709046185517985;0.08869204367171575;1.2431695262093814
13;0.35236404578046415;0.08780954309205613;1.1548213629156043
14;0.3382284032423576;0.0869358235398806;1.1431159105766442
15;0.32465983442348517;0.08607079764250579;1.1494608240779678
16;0.3116355902622334;0.08521437889662115;1.1576933037692119
17;0.29913383431167495;0.08436648165963838;0.7011273255196154
18;0.28713360612858296;0.0835270211411272;0.9275716273185431
19;0.2756147861311536;0.08269591339433624;0.9539880890047414
20;0.26455806186651615;0.0818730753077982;0.7015007404850546
21;0.253944895631476;0.08105842459701872;0.6930297688438959
22;0.24375749339220262;0.08025187979624786;0.5324842128467607
23;0.23397877495075348;0.07945336025033341;0.6036457714023528
24;0.22459234530841538;0.07866278610665535;0.5704635618731081
25;0.2155824671778505;0.0778800783071405;0.5432246114588748
26;0.20693403459796175;0.07710515858035663;0.5529823708892496
27;0.19863254760723897;0.07633794943368533;0.5764813785564923
28;0.19066408793312473;0.07557837414557256;0.5506930056386043
29;0.18301529565663935;0.07482635675785652;0.4909938721542531
30;0.1756733468131414;0.0740818220681718;0.4735933522128309
31;0.16862593189166963;0.07334469562242893;0.4774966489761357
32;0.16186123519681775;0.0726149037073691;0.4693659160546277
33;0.15536791503853992;0.07189237334319262;0.4997017300957266
34;0.14913508471667433;0.07117703227626097;0.4689686652242442
35;0.14315229426830214;0.07046880897187134;0.47257687432445805
36;0.13740951294734038;0.0697676326071031;0.46789886522463453
37;0.13189711240699384;0.06907343306373546;0.4617546562070379
38;0.12660585055686924;0.06838614092123559;0.42208444660661415
39;0.12152685606768725;0.06770568744981646;0.4465697202179853
40;0.11665161349761229;0.06703200460356394;0.43320494757727207
41;0.11197194901526338;0.06636502501363194;0.4368458471290776
42;0.10748001669546876;0.06570468198150568;0.43376100172378307
43;0.10316828536478852;0.06505090947233165;0.4727918149842966
44;0.09902952597474952;0.06440364210831415;0.43663425089077323
45;0.09505679948162328;0.06376281516217734;0.4505966951463184
46;0.09124344521242558;0.0631283645506926;0.43415987101751763
47;0.08758306969763274;0.06250022682827008;0.4338631013857774
48;0.08406953595189083;0.061878339180614084;0.4393256699944989
49;0.08069695318474655;0.061262639418441615;0.4447762239678977
50;0.07745966692414832;0.06065306597126335;0.44786229300516295
51;0.07435224953615878;0.060049557881226595;0.42135559870402506
52;0.07136949112498404;0.05945205479701944;0.4334762534137565
53;0.06850639079806278;0.05886049696783552;0.43154499169186916
54;0.06575814828157009;0.058274825237398964;0.44370566947112294
55;0.06312015587227866;0.05769498103804867;0.428408430262775
56;0.060587990712283865;0.05712090638488149;0.4241899436042254
57;0.05815740737364052;0.05655254386995371;0.425404542111625
58;0.05582433074047852;0.055989836656540205;0.43147306666127655
59;0.05358484917666402;0.05543272847345071;0.4381964971517757
60;0.05143520796755042;0.05488116360940264;0.42918275815384543
61;0.049371803024824065;0.05433508690744998;0.42778681634998
62;0.047391174843890015;0.05379444375946745;0.435127799579012
63;0.04549000270366685;0.053259180100689724;0.43016957212402435
64;0.043665099099065914;0.052729242404304856;0.43393355982636034
65;0.041913404396820515;0.05220457767610161;0.4299318277443917
66;0.04023198170570494;0.05168513344916992;0.4343135078105292
