epoka;promień sąsiedztwa;współczynnik uczenia;błąd kwantyzacji
4;0.5093604263439178;1.6180382940826255;3.216329097121806
5;0.48892662500670314;1.534540998021851;2.3854376467039633
6;0.46931255801769023;1.4553524989005293;2.487500295892809
7;0.4504853404334202;1.3802504454337525;2.9277368927193623
8;0.4324134065420961;1.3090239605589065;2.4578846015206577
9;0.41506645694051186;1.2414730493195627;2.8133743833372016
10;0.3984154077340755;1.1774080373049491;2.473303231942377
11;0.38243234177475316;1.1166490380682066;2.329720617526098
12;0.36709046185517985;1.0590254480280075;2.2793269489151537
13;0.35236404578046415;1.0043754674352903;2.2585269659952654
14;0.3382284032423576;0.9525456460600361;2.123241046766187
15;0.32465983442348517;0.9033904523224429;2.5559420989116592
16;0.3116355902622334;0.8567718646586627;2.10249748050234
17;0.29913383431167495;0.8125589839737183;2.284278440955627
18;0.28713360612858296;0.7706276660934067;2.0367075228993055
19;0.2756147861311536;0.7308601731831684;2.244657946762025
20;0.26455806186651615;0.6931448431551464;2.1960101924956312
21;0.253944895631476;0.6573757761351733;2.08739643392215
22;0.24375749339220262;0.6234525371093255;2.129137320149812
23;0.23397877495075348;0.5912798739151129;2.029197691020949
24;0.22459234530841538;0.5607674497854611;1.9843019874331531
25;0.2155824671778505;0.5318295896944989;2.0142942911621917
26;0.20693403459796175;0.5043850397929288;1.9522979147791815
27;0.19863254760723897;0.47835673925749966;1.9918353901701227
28;0.19066408793312473;0.4536716039139658;1.9761960132276737
29;0.18301529565663935;0.43026032102597483;1.9372173703477649
30;0.1756733468131414;0.4080571546736739;2.023033160149043
31;0.16862593189166963;0.38699976117556606;1.918395300423404
32;0.16186123519681775;0.36702901403534094;1.9405319786723796
33;0.15536791503853992;0.3480888379221555;1.8909727317447818
34;0.14913508471667433;0.33012605121820066;1.9296553598365616
35;0.14315229426830214;0.3130902166914482;1.9055623370483292
36;0.13740951294734038;0.2969334998742856;1.889439094368654
37;0.13189711240699384;0.28161053475038406;1.838556981916064
38;0.12660585055686924;0.26707829637266545;1.8613821904282566
39;0.12152685606768725;0.25329598005469517;1.895065449008235
40;0.11665161349761229;0.24022488679628623;1.8480296775722924
41;0.11197194901526338;0.2278283146216037;1.9126550442435606
42;0.10748001669546876;0.21607145552466075;1.865098948696651
43;0.10316828536478852;0.20492129773284287;1.8505145512554997
44;0.09902952597474952;0.1943465330140274;1.8350045493622955
45;0.09505679948162328;0.18431746876702962;1.843770116041655
46;0.09124344521242558;0.17480594464853597;1.8359941781878863
47;0.08758306969763274;0.16578525350242346;1.8040554182616444
48;0.08406953595189083;0.1572300663694448;1.819677484825437
49;0.08069695318474655;0.14911636136671613;1.850865881900299
50;0.07745966692414832;0.1414213562373095;1.8034613144074365
51;0.07435224953615878;0.13412344438055843;1.8295713645832592
52;0.07136949112498404;0.12720213418345722;1.8086176768141855
53;0.06850639079806278;0.12063799148280482;1.808872119547673
54;0.06575814828157009;0.11441258499653376;1.8207745728642986
55;0.06312015587227866;0.1085084345710023;1.8352940068960297
56;0.060587990712283865;0.10290896209893514;1.8183255807291834
57;0.05815740737364052;0.09759844497019594;1.7936289765354287
58;0.05582433074047852;0.09256197192468747;1.8126166384126448
59;0.05358484917666402;0.08778540118342042;1.7957148632855833
60;0.05143520796755042;0.08325532074018732;1.8035307799193048
61;0.049371803024824065;0.07895901070234641;1.7937897837101398
62;0.047391174843890015;0.07488440757497258;1.8038530698151736
63;0.04549000270366685;0.07102007038809022;1.8007833552785584
64;0.043665099099065914;0.06735514857187726;1.7874331488260888
65;0.041913404396820515;0.06387935148963816;1.7964952601616406
66;0.04023198170570494;0.060582919542998326;1.7934643469234328
67;0.03861801195254286;0.05745659676818673;1.7963562177017671
68;0.03706878915574938;0.05449160484646102;1.7873117645271357
69;0.035581715888482565;0.0516796184556993;1.7896208175275472
70;0.03415429892379762;0.049012741893949004;1.783217190485568
71;0.03278414505450291;0.046483486909295095;1.7994738006725275
72;0.03146895708070884;0.04408475167379618;1.782662584905548
73;0.030206529958342714;0.041809800842450326;1.7854345641361238
74;0.02899474710217194;0.03965224664119863;1.7779598887568375
75;0.027831576837137408;0.03760603093086393;1.7950855310919418
76;0.026715068992047175;0.03566540819666266;1.7864070852569935
77;0.02564335162991961;0.03382492941552632;1.7746110566631703
78;0.024614627909493956;0.03207942675593427;1.7712136806453593
79;0.023627173072646352;0.030423999067296762;1.7839597021783506
80;0.02267933155266054;0.028853998118144264;1.7840622677672449
81;0.02176951419850475;0.027365015544481706;1.780124348021974
82;0.020896195610461236;0.02595287047166022;1.7769654356910172
83;0.02005791158264114;0.02461359777501013;1.7790908238621521
84;0.01925325664809707;0.023343436946272726;1.7754557421383756
85;0.018480881722417256;0.022138821534568864;1.7735334096768607
86;0.017739491841850728;0.02099636913225622;1.7788761341879615
87;0.01702784399217116;0.019912871877556644;1.7777530378632969
88;0.01634474502463932;0.018885287447286223;1.7758134658285918
89;0.01568904965556995;0.017910730514396744;1.7772221254195235
90;0.015059658546149225;0.016986464646342472;1.777629308101855
91;0.014455516459283365;0.016109894621523818;1.775617235476805
92;0.013875610490388183;0.015278559142233509;1.7784284468046399
93;0.013318968369153339;0.014490123923644065;1.7766363690303681
94;0.012784656829433994;0.013742375139431405;1.7745868609390543
95;0.012271780044536827;0.013033213205630636;1.7757111762932523
96;0.01177947812527711;0.01236064688527001;1.7722449331584575
97;0.011306925678288502;0.011722787697229446;1.7764468362339279
98;0.01085333042216863;0.011117844613624535;1.771602012875875
99;0.0104179318591401;0.01054411903082687;1.7731753342999597
